inx,geneid,pathway,pathwayano
gene339,PLA2G2F,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene340,ALOX12,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene341,CYP2C9,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene342,GPX7,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene343,GPX6,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene344,CYP2C19,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene345,CYP2C8,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene346,CBR1,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene347,CYP2B6,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene348,CBR3,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene349,CYP2U1,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene350,PLA2G1B,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene351,LTA4H,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene352,PTGES,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene353,GPX5,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene354,GPX1,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene355,CYP4A22,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene356,GPX2,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene357,GPX3,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene358,GPX4,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene359,CYP4F3,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene360,PLA2G4E,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene361,LTC4S,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene362,GGT6,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene363,GGT7,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene364,GGT5,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene365,HPGDS,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene366,PLA2G2C,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene367,PTGDS,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene368,PLA2G2D,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene369,PLA2G12A,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene370,TBXAS1,Arachidonic Acid Metabolism,Arachidonic Acid Metabolism
gene371,CYP2E1,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene372,CYP3A5,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene373,CYP2J2,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene374,CYP3A4,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene375,PLA2G3,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene376,AKR1B10,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene377,CYP2C18,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene378,CYP1A2,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene379,ALOX15,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene380,PLA2G4E,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene381,JMJD7-PLA2G4B,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene382,PLA2G6,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene383,PLA2G2E,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene384,PLA2G10,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene385,PLA2G2A,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene386,PLA2G4A,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene387,CYP3A43,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene388,PLA2G5,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene389,PLA2G12B,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene390,PLA2G4B,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene391,PLA2G2F,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene392,PLA2G2C,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene393,PLA2G2D,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene394,CYP2C9,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene395,PLA2G12A,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene396,CYP2C19,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene397,CYP2C8,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene398,CYP3A7,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene399,PLA2G1B,Linoleic Acid Metabolism,Linoleic Acid Metabolism
gene400,JMJD7-PLA2G4B,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene401,PLA2G6,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene402,PLA2G2E,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene403,PLA2G10,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene404,PLA2G2A,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene405,PLA2G4A,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene406,PLA2G5,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene407,PLA2G12B,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene408,PLA2G4B,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene409,PLA2G2F,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene410,FADS2,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene411,ACOX3,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene412,PLA2G2C,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene413,PLA2G2D,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene414,PLA2G3,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene415,PLA2G12A,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene416,ACOX1,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene417,PLA2G4E,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene418,PLA2G1B,Alpha Linolenic Acid Metabolism,Alpha Linolenic Acid Metabolism
gene419,GAL3ST1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene420,SGPP2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene421,GLB1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene422,GALC,Sphingolipid Metabolism,Sphingolipid Metabolism
gene423,SGMS2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene424,GBA,Sphingolipid Metabolism,Sphingolipid Metabolism
gene425,SPHK2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene426,NEU2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene427,PLPP3,Sphingolipid Metabolism,Sphingolipid Metabolism
gene428,NEU1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene429,ACER2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene430,UGCG,Sphingolipid Metabolism,Sphingolipid Metabolism
gene431,DEGS2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene432,ARSA,Sphingolipid Metabolism,Sphingolipid Metabolism
gene433,SPHK1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene434,SGPL1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene435,NEU3,Sphingolipid Metabolism,Sphingolipid Metabolism
gene436,SMPD4,Sphingolipid Metabolism,Sphingolipid Metabolism
gene437,SGMS1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene438,ACER3,Sphingolipid Metabolism,Sphingolipid Metabolism
gene439,CERK,Sphingolipid Metabolism,Sphingolipid Metabolism
gene440,SMPD2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene441,ENPP7,Sphingolipid Metabolism,Sphingolipid Metabolism
gene442,DEGS1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene443,SGPP1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene444,NEU4,Sphingolipid Metabolism,Sphingolipid Metabolism
gene445,GLA,Sphingolipid Metabolism,Sphingolipid Metabolism
gene446,ACER1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene447,PLPP1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene448,ASAH1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene449,PLPP2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene450,SMPD1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene451,B4GALT6,Sphingolipid Metabolism,Sphingolipid Metabolism
gene452,SPTLC2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene453,SPTLC1,Sphingolipid Metabolism,Sphingolipid Metabolism
gene454,SMPD3,Sphingolipid Metabolism,Sphingolipid Metabolism
gene455,KDSR,Sphingolipid Metabolism,Sphingolipid Metabolism
gene456,UGT8,Sphingolipid Metabolism,Sphingolipid Metabolism
gene457,ASAH2,Sphingolipid Metabolism,Sphingolipid Metabolism
gene458,B3GNT4,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene459,B3GNT2,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene460,ST3GAL6,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene461,B4GALT1,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene462,B3GNT5,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene463,FUT9,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene464,FUT7,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene465,FUT6,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene466,FUT5,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene467,FUT4,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene468,FUT3,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene469,FUT2,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene470,FUT1,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene471,B4GAT1,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene472,GCNT2,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene473,B3GNT3,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene474,B3GALT5,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene475,ABO,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene476,B4GALT3,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene477,B4GALT2,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene478,ST3GAL4,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene479,B4GALT4,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene480,ST3GAL3,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene481,B3GALT2,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene482,B3GALT1,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene483,ST8SIA1,Glycosphingolipid Biosynthesis Lacto And Neolacto Series,Glycosphingolipid Biosynthesis Lacto And Neolacto Series
gene484,A4GALT,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene485,B3GALT5,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene486,GLA,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene487,FUT9,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene488,ST3GAL2,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene489,GBGT1,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene490,ST3GAL1,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene491,FUT2,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene492,FUT1,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene493,HEXB,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene494,NAGA,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene495,ST8SIA1,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene496,B3GALNT1,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene497,HEXA,Glycosphingolipid Biosynthesis Globo Series,Glycosphingolipid Biosynthesis Globo Series
gene498,ST6GALNAC4,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene499,ST6GALNAC3,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene500,ST6GALNAC6,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene501,B4GALNT1,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene502,GLB1,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene503,ST6GALNAC5,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene504,SLC33A1,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene505,ST3GAL5,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene506,ST3GAL2,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene507,ST3GAL1,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene508,HEXB,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene509,ST8SIA1,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene510,B3GALT4,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene511,ST8SIA5,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene512,HEXA,Glycosphingolipid Biosynthesis Ganglio Series,Glycosphingolipid Biosynthesis Ganglio Series
gene513,ACP4,Riboflavin Metabolism,Riboflavin Metabolism
gene514,ENPP3,Riboflavin Metabolism,Riboflavin Metabolism
gene515,ENPP1,Riboflavin Metabolism,Riboflavin Metabolism
gene516,ACP6,Riboflavin Metabolism,Riboflavin Metabolism
gene517,RFK,Riboflavin Metabolism,Riboflavin Metabolism
gene518,ACP3,Riboflavin Metabolism,Riboflavin Metabolism
gene519,FLAD1,Riboflavin Metabolism,Riboflavin Metabolism
gene520,TYR,Riboflavin Metabolism,Riboflavin Metabolism
gene521,MTMR7,Riboflavin Metabolism,Riboflavin Metabolism
gene522,MTMR6,Riboflavin Metabolism,Riboflavin Metabolism
gene523,PHPT1,Riboflavin Metabolism,Riboflavin Metabolism
gene524,MTMR1,Riboflavin Metabolism,Riboflavin Metabolism
gene525,ACP1,Riboflavin Metabolism,Riboflavin Metabolism
gene526,ACP2,Riboflavin Metabolism,Riboflavin Metabolism
gene527,ACP5,Riboflavin Metabolism,Riboflavin Metabolism
gene528,MTMR2,Riboflavin Metabolism,Riboflavin Metabolism
gene529,NMNAT1,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene530,NT5C2,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene531,ENPP3,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene532,ENPP1,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene533,BST1,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene534,NNT,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene535,AOX1,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene536,CD38,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene537,NT5M,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene538,NADSYN1,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene539,NUDT12,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene540,NT5C1B,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene541,NT5C3A,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene542,NMRK1,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene543,NT5C1A,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene544,QPRT,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene545,NAMPT,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene546,NT5C,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene547,NMNAT3,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene548,PNP,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene549,NMNAT2,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene550,NT5E,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene551,NADK,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene552,NNMT,Nicotinate And Nicotinamide Metabolism,Nicotinate And Nicotinamide Metabolism
gene553,PPCS,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene554,ENPP3,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene555,PANK3,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene556,PPCDC,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene557,ENPP1,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene558,VNN2,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene559,VNN1,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene560,PANK1,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene561,PANK4,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene562,UPB1,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene563,DPYS,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene564,COASY,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene565,DPYD,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene566,PANK2,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene567,BCAT1,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene568,BCAT2,Pantothenate And Coa Biosynthesis,Pantothenate And Coa Biosynthesis
gene569,CARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene570,DARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene571,RARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene572,SARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene573,VARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene574,YARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene575,WARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene576,AARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene577,FARSA,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene578,HARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene579,SARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene580,RARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene581,NARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene582,LARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene583,FARSB,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene584,AARS2,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
gene585,YARS1,Aminoacyl Trna Biosynthesis,Aminoacyl Trna Biosynthesis
